

 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026,Aug 2026,Sep 2026,Oct 2026,Nov 2026,Dec 2026,Jan 2027,Feb 2027,Mar 2027,Apr 2027,May 2027,Jun 2027,Jul 2027,Aug 2027,Sep 2027,Oct 2027,Nov 2027,Dec 2027,Jan 2028,Feb 2028,Mar 2028,Apr 2028,May 2028,Jun 2028,Jul 2028,Aug 2028,Sep 2028,Oct 2028,Nov 2028,Dec 2028,Jan 2029,Feb 2029,Mar 2029,Apr 2029,May 2029,Jun 2029,Jul 2029,Aug 2029,Sep 2029
 ,06.602,FD&C Project Management,"2,660,000.00","619,948.00","2,660,000.00","578,109.00","2,660,000.00","1,870.00","1,122.00",0.00,0.00,0.00,977.00,"8,008.00","8,009.00","13,068.00","32,614.00","19,338.00","22,542.00","14,128.75","32,141.50","34,784.00","60,592.50","39,031.75","31,744.50","34,306.00","46,004.00","16,606.00","57,571.00","36,491.00","40,792.00","26,368.00",0.00,"59,341.92","71,068.60","83,234.23","95,356.62","106,833.59","117,081.80","125,481.33","131,550.78","134,870.18","135,258.01","132,653.37","127,261.81","119,394.99","109,571.77","98,337.56","86,325.23","74,122.45","62,240.04","51,122.81","41,064.58","32,265.99","24,793.07","18,635.48","13,698.04","9,849.21","6,925.51","4,763.51","3,204.13","2,108.23","1,356.54",853.83,525.56,316.43,186.34,107.31,60.45,33.30,17.95,9.46,4.88,2.46,1.21,0.44
 ,06.603,FD&C Project Engineering/Mechanical/Electrical/Civil,"325,000.00","19,728.00","325,000.00","14,988.00","325,000.00",0.00,0.00,374.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,396.00,"1,386.00","1,842.00",590.00,0.00,0.00,"2,746.00","1,914.00",888.00,"4,852.00",0.00,"8,836.54","10,582.74","12,394.31","14,199.44","15,908.47","17,434.52","18,685.28","19,589.08","20,083.36","20,141.12","19,753.26","18,950.41","17,778.97","16,316.21","14,643.33","12,854.59","11,037.49","9,268.09","7,612.64","6,114.88","4,804.69","3,691.91","2,774.99","2,039.76","1,466.63","1,031.27",709.33,477.12,313.93,202.00,127.14,78.26,47.12,27.75,15.98,9.00,4.96,2.67,1.41,0.73,0.37,0.18,0.07
 ,06.604,FD&C Contracts Office,"410,000.00","93,643.75","410,000.00","87,760.75","410,000.00",0.00,0.00,42.00,0.00,0.00,414.00,"1,246.00","3,554.00","3,242.50","5,900.50",289.25,"2,389.25","1,913.50","3,920.25","4,326.75","8,733.00","10,294.75","10,582.25","5,883.25","6,301.00","4,535.50","5,024.00","3,509.50","2,597.00","3,062.50",0.00,"9,185.06","11,000.14","12,883.16","14,759.49","16,535.92","18,122.15","19,422.25","20,361.69","20,875.48","20,935.51","20,532.35","19,697.84","18,480.20","16,959.74","15,220.88","13,361.59","11,472.82","9,633.64","7,912.89","6,356.06","4,994.19","3,837.52","2,884.44","2,120.21","1,524.48","1,071.94",737.31,495.94,326.32,209.97,132.16,81.35,48.98,28.84,16.61,9.36,5.15,2.78,1.46,0.75,0.38,0.19,0.06
 ,06.605,FD&C IOR/Construction Inspection,"2,000,000.00","5,640.00","2,000,000.00","4,974.00","2,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,584.00",0.00,"3,168.00",0.00,0.00,0.00,222.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,9.44,39.05,145.22,485.69,"1,460.92","3,951.93","9,614.23","21,035.13","41,390.93","73,245.42","116,578.55","166,871.99","214,825.79","248,730.29","259,006.64","242,567.85","204,312.73","154,773.53","105,447.38","64,611.69","35,605.78","17,646.61","7,865.58","3,152.95","1,136.72",368.54,107.46,28.18,6.64,1.17
 ,06.606,Capital Planning/Campus Budget Office,"100,000.00",0.00,"100,000.00",0.00,"100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,850.39","3,413.66","3,998.01","4,580.29","5,131.56","5,623.82","6,027.28","6,318.81","6,478.25","6,496.88","6,371.77","6,112.80","5,734.93","5,263.09","4,723.47","4,146.48","3,560.34","2,989.59","2,455.59","1,972.47","1,549.84","1,190.89",895.12,657.96,473.09,332.65,228.81,153.90,101.27,65.16,41.01,25.24,15.20,8.95,5.15,2.90,1.60,0.86,0.45,0.23,0.12,0.06,0.06
 ,06.607,FD&C Project Specialist,"1,215,000.00","94,004.50","1,215,000.00","94,004.50","1,215,000.00",0.00,0.00,0.00,0.00,0.00,84.00,0.00,89.00,0.00,"3,159.50","3,204.00","3,649.00","3,604.50","6,319.00","4,561.25","11,102.75","7,520.50","6,141.00","4,292.00","6,860.00","3,920.00","2,940.00","11,172.00","8,624.00","4,116.00","2,646.00","31,952.69","38,266.93","44,817.52","51,344.83","57,524.61","63,042.77","67,565.50","70,833.60","72,620.93","72,829.76","71,427.29","68,524.20","64,288.31","58,998.99","52,949.92","46,481.87","39,911.28","33,513.19","27,527.11","22,111.25","17,373.64","13,349.84","10,034.28","7,375.72","5,303.31","3,729.04","2,564.92","1,725.27","1,135.18",730.43,459.75,282.99,170.38,100.34,57.78,32.55,17.93,9.66,5.09,2.63,1.32,0.65,0.25
 ,06.608,FD&C Fiscal Office,"100,000.00",0.00,"100,000.00",0.00,"100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,850.39","3,413.66","3,998.01","4,580.29","5,131.56","5,623.82","6,027.28","6,318.81","6,478.25","6,496.88","6,371.77","6,112.80","5,734.93","5,263.09","4,723.47","4,146.48","3,560.34","2,989.59","2,455.59","1,972.47","1,549.84","1,190.89",895.12,657.96,473.09,332.65,228.81,153.90,101.27,65.16,41.01,25.24,15.20,8.95,5.15,2.90,1.60,0.86,0.45,0.23,0.12,0.06,0.06
 ,06.609,Physcial/Community Planning Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.610,Auxiliary & Plant Services Offices,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.611,Environmental Health and Safety Office,"50,000.00",0.00,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,477.31","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,635.60","1,090.29"
 ,06.612,UCSD Sustainablity Initiatives,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,06.699,Other UCSD Employee Recharge Services',"75,000.00",0.00,"75,000.00",0.00,"75,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,757.81","1,171.98"
,07,"Advertisement, Surveys, Soils Reports, Material Testing & Special Inspection, Reproduction Costs","2,644,000.00","138,175.72","2,644,000.00","133,244.06","2,644,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,0.00,683.00,0.00,40.20,"1,524.41","29,054.53","26,666.78",0.00,332.21,"58,078.62",304.14,0.00,"15,261.80",0.00,81.95,600.00,0.00,441.42,"403,361.44","141,047.18","45,508.41","14,279.85","5,116.88","2,704.06","2,133.80","2,216.63","2,257.11","2,257.11","2,257.11","2,257.11","2,257.11","28,043.05","61,763.19","61,763.48","61,764.94","61,771.36","61,795.69","61,874.66","62,094.34","62,618.41","63,690.23","65,570.10","68,396.87","72,042.48","76,073.25","79,896.15","83,003.88","85,171.75","86,467.63","87,131.36","87,424.05","87,533.47","87,569.69","87,578.90","87,581.89","87,581.71","66,899.95",0.00,0.00,0.00,(0.34)
 ,07.701,Publishing and Advertising Costs,"10,000.00",175.00,"10,000.00",175.00,"10,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,251.15,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,311.43,231.06,0.00,0.00,0.00,(0.11)
 ,07.702,Boundary and Topographic Surveys,"279,000.00","55,880.00","279,000.00","55,448.34","279,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"29,021.25","26,427.09",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"149,424.55","51,779.68","16,215.96","4,591.32","1,180.46",282.30,70.03,7.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(0.01)
 ,07.703,"Soils, Geology, Foundation Recommendations, Hydrology","450,000.00","77,500.00","450,000.00","73,000.00","450,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"57,375.00",0.00,0.00,"15,025.00",0.00,0.00,600.00,0.00,0.00,"251,991.21","87,321.82","27,346.77","7,742.85","1,990.74",476.08,118.09,12.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
 ,07.704,Material & Workmanship Testing & Inspection,"1,500,000.00",0.00,"1,500,000.00",0.00,"1,500,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"25,785.94","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","59,506.04","46,069.18",0.00,0.00,0.00,(0.08)
 ,07.705,Air Balance Testing,"300,000.00",0.00,"300,000.00",0.00,"300,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.30,1.65,7.58,30.04,102.93,305.71,789.47,"1,778.84","3,514.11","6,123.43","9,488.61","13,209.32","16,738.15","19,606.83","21,607.94","22,804.14","23,416.81","23,686.98","23,787.99","23,821.42","23,829.92","23,832.68","23,832.52","17,682.59",0.00,0.00,0.00,0.00
 ,07.706,Medical Gas Testing,"25,000.00",0.00,"25,000.00",0.00,"25,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.63,2.50,8.58,25.48,65.79,148.24,292.84,510.29,790.72,"1,100.78","1,394.85","1,633.90","1,800.66","1,900.34","1,951.40","1,973.92","1,982.33","1,985.12","1,985.83","1,986.06","1,986.04","1,473.55",0.00,0.00,0.00,(0.02)
 ,07.707,Construction Document Reproduction Costs,"20,000.00",0.00,"20,000.00",0.00,"20,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,516.24,383.01,0.00,0.00,0.00,(0.13)
 ,07.708,Postal/Courier Services,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,07.709,"Meals, Travel & Entertainment Costs","10,000.00","4,620.72","10,000.00","4,620.72","10,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,683.00,0.00,40.20,"1,524.41",33.28,239.69,0.00,332.21,703.62,304.14,0.00,236.80,0.00,81.95,0.00,0.00,441.42,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,138.85,103.02,0.00,0.00,0.00,(0.04)
 ,07.799,"Other Surveys, Testing, or Reproduction Costs","50,000.00",0.00,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59","1,290.59",957.54,0.00,0.00,0.00,0.04
,08,Special Cost Items,"9,020,000.00","482,538.00","9,190,402.00","104,422.70","9,020,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.00,0.00,0.00,0.00,"24,751.68","9,954.77",0.00,"10,217.65",188.25,"11,186.60",0.00,400.00,0.00,0.00,"25,000.00","4,422.00","18,184.75","391,588.29","391,588.29","391,588.29","391,588.29","391,588.29","391,588.29","391,588.29","430,637.00","438,901.57","438,901.57","438,901.57","362,696.88","83,279.83","106,280.10","136,356.80","136,357.74","136,359.44","136,369.69","136,406.07","136,526.15","136,858.33","137,652.78","139,277.94","142,133.99","146,436.91","152,002.78","158,177.18","164,054.28","168,856.30","172,221.06","174,242.66","175,287.70","175,749.59","175,923.44","175,982.04","175,998.00","176,001.82","176,001.10","133,626.87",0.00,0.00,0.00,0.09
 ,08.801,Loan Finance Charges/lnterest During Construction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.802,Detailed Project Program (DPP) & Predesign Study Costs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.803,"Environmental Review Costs, EIR Consultant & Related Costs","200,000.00","43,200.00","200,000.00",0.00,"200,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"27,678.57","27,678.57","27,678.57","27,678.57","27,678.57","27,678.57","27,678.57","6,249.99",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
 ,08.804,Coastal Commission Review,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.805,Air Pollution Control District/Air Quality Testing/Permit Fees,"50,000.00",0.00,"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,242.42","4,242.42","4,242.42","4,242.42","4,242.42","4,242.42","4,242.42","4,242.42","4,242.42","4,242.42","4,242.42","3,333.33",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
 ,08.806,Wind Tunnel Testing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.807,Value Engineering Sessions/Constructability and Peer Reviews,"150,000.00","20,720.00","150,000.00",0.00,"150,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,727.27","12,727.27","12,727.27","12,727.27","12,727.27","12,727.27","12,727.27","12,727.27","12,727.27","12,727.27","12,727.27","10,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
 ,08.808,"Plan Check Fees including DSA, SFM, & EH&S Review Charges",0.00,"170,402.00","170,402.00",142.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,(24.94),(30.92),(30.92),(30.92),(24.30),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.809,OSHPD Fees,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.810,Environmental Mitigation Monitoring Services,"100,000.00",0.00,"100,000.00",0.00,"100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,719.06","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,967.07","3,071.28",0.00,0.00,0.00,(0.02)
 ,08.811,Hazardous Material Consultant,"100,000.00",0.00,"100,000.00",0.00,"100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,721.27","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","3,972.15","2,947.08",0.00,0.00,0.00,0.05
 ,08.812,Special Design Consultants (Other),"2,000,000.00","70,000.00","2,000,000.00","54,640.70","2,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"24,751.68","9,954.77",0.00,"10,075.65",0.00,"9,858.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","50,213.27","37,255.00",0.00,0.00,0.00,0.04
